region,district,town,address,station_num,station_code,total_const,received_ballot,voted_total,voted_early,early_perc,voted_home,voted_at_station,dmitr,kanop,luka,luka_perc,tikha,tikha_perc,chere,against_all,invalid_ballots,received_by_comission,damaged_ballots,unused_ballots
Могилевская,Могилев - Ленинский,Могилев,"ул. Белинского,9, общежитие транспортного РУП «Могилевское отделение Белорусской железной дороги»",14,06-024-0014,2328,1942,1935,971,41.70962199312715,47,917,12,32,1603,82.84237726098192,53,2.739018087855297,12,223,NA,NA,NA,NA
Могилевская,Могилев - Ленинский,Могилев,"ул. Первомайская, 152, учреждение образования «Государственный профессиональный лицей № 9 г. Могилева им. А.П. Старовойтова»",19,06-024-0019,2864,2346,2331,1199,41.864525139664806,216,916,16,61,1944,83.3976833976834,96,4.1184041184041185,19,195,NA,NA,NA,NA
Могилевская,Могилев - Ленинский,Могилев,"ул. Каштановая, 14, государственное учреждение образования «Средняя школа № 40 г. Могилева»",25,06-024-0025,2639,2246,2237,1147,43.46343311860553,27,1063,19,47,1879,83.9964237818507,74,3.3080017881090744,16,178,24,2730,2,422
Могилевская,Могилев - Ленинский,Могилев,"ул. Каштановая, 14, государственное учреждение образования «Средняя школа №40 г. Могилева»",26,06-024-0026,2676,2279,2266,1171,43.7593423019432,21,1074,18,61,1887,83.27449249779347,71,3.1332744924977938,13,188,28,2780,4,870
Могилевская,Могилев - Ленинский,Могилев,"ул. Вокзальная, 26, государственное учреждение образования «Средняя школа №22 г. Могилева»",31,06-024-0031,2164,1898,1894,1005,46.44177449168207,122,771,10,41,1532,80.8870116156283,93,4.910242872228088,5,125,14,2230,406,NA
Могилевская,Могилев - Ленинский,Могилев,"ул. Нижняя Карабановская, 81, государственное учреждение образования «Учебно-педагогический комплекс средняя школа-детский сад №12 г. Могилева»",32,06-024-0032,2953,2591,2570,1267,42.90551981036234,62,1241,15,35,2139,83.22957198443581,289,11.245136186770429,5,87,NA,NA,NA,NA
Могилевская,Могилев - Ленинский,Могилев,"ул. Якубовского, 15, государственное учреждение образования «Средняя школа №27 г. Могилева»",35,06-024-0035,2289,1927,1920,985,43.03189165574487,43,892,16,36,1625,84.63541666666666,87,4.53125,12,123,21,2370,0,443
Могилевская,Могилев - Ленинский,Могилев,"ул. Якубовского, 15, государственное учреждение образования «Средняя школа №27 г. Могилева»",36,06-024-0036,2579,2169,2164,1098,42.57464133385033,13,1053,12,42,1836,84.84288354898337,107,4.944547134935305,15,134,18,2670,1,500
Могилевская,Могилев - Ленинский,Могилев,"ул. Якубовского, 47, государственное учреждение образования «Гимназия №2 г. Могилева»",37,06-024-0037,2798,2263,2232,1165,41.63688348820586,291,776,18,28,1835,82.21326164874552,70,3.136200716845878,16,223,42,2890,5,622
Могилевская,Могилев - Ленинский,Могилев,"ул. Комсомольская,5, частное учреждения образования «БИП - Институт правоведения» Могилевский филиал",41,06-024-0041,1439,1217,1204,596,41.4176511466296,115,493,11,21,1013,84.13621262458472,54,4.485049833887043,7,83,15,1480,0,263
Могилевская,Могилев - Ленинский,Могилев,"Юбилейный бульвар, 11, государственное учреждение образования «Средняя школа №31 г. Могилева»",49,06-024-0049,1634,1343,1333,676,41.37086903304773,187,470,7,21,1111,83.34583645911478,68,5.101275318829708,5,104,17,1690,NA,347
Могилевская,Могилев - Ленинский,Могилев,"Юбилейный бульвар, 11, государственное учреждение образования «Средняя школа №31 г. Могилева»",50,06-024-0050,1780,1463,1450,745,41.853932584269664,179,526,17,7,981,67.65517241379311,350,24.137931034482758,15,80,15,1840,1,377
Могилевская,Могилев - Ленинский,Могилев,"ул. Королева, 10а, государственное учреждение образования «Средняя школа №33 г. Могилева»",51,06-024-0051,1627,1364,1352,695,42.71665642286417,76,581,9,25,1121,82.91420118343196,71,5.2514792899408285,12,106,8,1680,0,316
Могилевская,Могилев - Ленинский,Могилев,"ул. Королева, 10а, государственное учреждение образования «Средняя школа №33 г. Могилева»",52,06-024-0052,2008,1684,1677,865,43.07768924302789,105,707,12,24,1400,83.48240906380441,48,2.862254025044723,15,164,14,2070,1,385
Могилевская,Могилев - Ленинский,Могилев,"ул. Лазаренко, 57а, административное здание филиала РУП «Могилевэнерго» Могилевские электрические сети",55,06-024-0055,1535,1267,1258,651,42.41042345276873,62,545,11,21,1045,83.06836248012719,61,4.848966613672496,15,94,11,1580,0,313
Могилевская,Могилев - Ленинский,Могилев,"ул. Космонавтов, 13, общежитие архитектурно- строительный колледж в составе Межгосударственного образовательного учреждения высшего образования «Белорусско-Российский университет»",64,06-024-0064,2047,1747,1739,872,42.59892525647289,186,681,14,36,1483,85.2788959171938,42,2.415181138585394,14,150,NA,NA,NA,NA
Могилевская,Могилев - Ленинский,Могилев,"ул. Лазаренко, 24, государственное учреждение образования «Средняя школа №4 г. Могилева»",65,06-024-0065,1733,1505,1505,731,42.18118869013272,14,760,8,11,1258,83.58803986710963,98,6.511627906976744,12,105,13,1790,0,285
Могилевская,Могилев - Ленинский,Могилев,"Минское шоссе, 22, филиал учреждения образования «Белорусский государственный университет потребительской кооперации» «Могилевский торговый колледж»",84,06-024-0084,2006,1659,1644,851,42.42273180458624,94,699,12,35,1391,84.61070559610707,68,4.13625304136253,8,130,NA,NA,NA,NA
Могилевская,Белыничский,аг. Вишов,"аг. Вишов, ул.Школьная, д.31 помещение ГУО «Вишовская средняя школа Белыничского района»",6,06-121-0006,1570,1409,1409,719,45.796178343949045,184,506,18,14,1176,83.46344925479063,138,9.794180269694818,7,51,NA,NA,NA,NA
Могилевская,Горецкий,Горки,"Горки, ул. Космонавтов, 3, административное здание унитарного коммунального производственного предприятия «Коммунальник»",10,06-125-0010,1207,1199,1196,755,62.55178127589064,80,361,10,10,908,75.91973244147158,234,19.565217391304348,13,21,NA,NA,NA,NA
Могилевская,Горецкий,Горки,"Горки, ул. Михаила Калинина, 25, ГУО «Гимназия № 1 г.Горки»",11,06-125-0011,1624,1386,1385,945,58.189655172413794,36,404,8,8,1209,87.29241877256317,143,10.324909747292418,7,8,NA,NA,NA,NA
Могилевская,Горецкий,Горки,"Горки, ул. Михаила Калинина, 63, ГУО «Средняя школа № 3 г.Горки»",12,06-125-0012,1794,1508,1504,528,29.431438127090303,40,936,15,6,1221,81.18351063829788,210,13.962765957446807,12,40,NA,NA,NA,NA
Могилевская,Горецкий,Горки,"Горки, ул. Вокзальная, 23, государственное учебно-спортивное учреждение «Горецкая детско-юношеская спортивная школа»",27,06-125-0027,1736,1482,1479,885,50.97926267281107,23,571,18,7,1290,87.2210953346856,115,7.77552400270453,11,32,6,1810,1,327
Могилевская,Кировский,Кировск,"Кировск, ул. Орловского, 2, санаторий им.К.П.Орловского открытого акционерного общества «Рассвет им.К.П.Орловского»",5,06-127-0005,37,37,37,NA,0,NA,37,1,0,14,37.83783783783784,13,35.13513513513514,1,8,NA,NA,NA,NA
Могилевская,Кличевский,Кличев,"Кличев, ул. Советская, 14, государственное учреждение образования «Средняя школа № 1 имени Героя Советского Союза П.А.Кривоноса г. Кличева»",1,06-129-0001,1632,1532,1530,562,34.43627450980392,273,695,35,17,830,54.248366013071895,560,36.60130718954248,23,52,13,1715,1,182
Могилевская,Кличевский,Кличев,"Кличев, ул. Кривоноса, 22, учреждение образования «Кличевский государственный аграрно-технический колледж».",3,06-129-0003,1476,1205,1205,425,28.794037940379404,22,758,23,15,712,59.087136929460584,349,28.962655601659755,27,64,15,1489,NA,284
Могилевская,Костюковичский,Костюковичи,"Костюковичи, ул. Спортивная, 5, административное здание учреждения образования «Костюковичская районная государственная гимназия»",3,06-130-0003,2658,2542,2542,1511,56.847253574115875,69,962,9,2,2274,89.45712037765539,46,1.8095987411487018,14,185,12,2737,1,194
Могилевская,Кричевский,Кричев,"Кричев, улица Ленинская, дом 76, дорожно-эксплуатационное управление № 77 республиканского унитарного предприятия «Могилевавтодор»",1,06-132-0001,1943,1877,1877,1009,51.930005146680394,168,700,10,49,1708,90.99627064464572,70,3.7293553542887588,8,32,NA,NA,NA,NA
Могилевская,Круглянский,Круглое,"Круглое, улица Парковая, дом 28, государственное учреждение дополнительного образования «Круглянский районный Центр творчества детей и молодежи «Радуга»",1,06-133-0001,1524,1491,1488,941,61.74540682414699,31,516,3,4,1391,93.48118279569893,57,3.8306451612903225,5,25,3,1580,0,89
Могилевская,Осиповичский,г. Осиповичи,"г. Осиповичи, ул.Калинина, 89, Осиповичский производственный участок ОАО «Бобруйский комбинат хлебопродуктов»",1,06-135-0001,1987,1699,1699,485,24.408656265727227,321,893,23,21,1405,82.69570335491466,150,8.828722778104767,19,30,11,2110,1,410
